,Title,Platform,Userscore,Comment,Username
23174,The Legend of Zelda: Majora's Mask,Nintendo64,10,"Although many would say that Ocarina of Time is surperior to Majora’s Mask, I’d beg to differ. Although Ocarina of Time is undoubtably great, you can’t help but compare it to its sequel. Majora’s has very well developed characters that each have their own story, whereas Ocarina had hollow husks of characters with little to no personality. The music in Majora’s is arguably even better thanAlthough many would say that Ocarina of Time is surperior to Majora’s Mask, I’d beg to differ. Although Ocarina of Time is undoubtably great, you can’t help but compare it to its sequel. Majora’s has very well developed characters that each have their own story, whereas Ocarina had hollow husks of characters with little to no personality. The music in Majora’s is arguably even better than Ocarina, featuring instant classics like the Song of Healing and the Sonata of Awakening. Under its E rating is a depressing story about how an easily influenced child who had felt betrayed made the wrong decision and how he ended up making himself look like something he simply wasn’t.",Finshi
23175,The Legend of Zelda: Majora's Mask,Nintendo64,10,"Uno de los mejores zelda de todo los tiempos, un juego distinto y especial.",forevernes
23176,The Legend of Zelda: Majora's Mask,Nintendo64,7,"Ehhh...  I love Zelda games.  But this game followed Ocarina of Time...YIKES!  This game was too confusing and it didnt live up to the greatness of Ocarina of Time.  I still had fun with this game, but.....",BrettSiebenhaar
23177,The Legend of Zelda: Majora's Mask,Nintendo64,10,"This game is incredible. The complexity and depth of the story are stunning. The gameplay is great, just like Ocarina of Time was. The time mechanics are ingenious, and of course can be confusing too. After a couple of repeat playthroughs this game definitely grew on me. Anyone who likes OoT should play this game as well.",quasiprofound
23178,The Legend of Zelda: Majora's Mask,Nintendo64,10,Nintendo no se conformó con sacar un segundo Zelda para N64 y que cumpliese las expectativas. La gran N puso toda la carne en el asador y creó uno de los mejores juegos de la historia. El juego mas original de una gran saga,antenneone
44059,Super Mario 64,Nintendo64,10," If you want to play the very best 3D platform game that has been made, play Mario 64. This is the flagship title for the console at the peak of console gaming. It is not just a superb game; it's a piece of history. If you want to know about videogames, you must play this game. Console gaming grew up around platformers and this is the only thing resembling a blueprint for platforming If you want to play the very best 3D platform game that has been made, play Mario 64. This is the flagship title for the console at the peak of console gaming. It is not just a superb game; it's a piece of history. If you want to know about videogames, you must play this game. Console gaming grew up around platformers and this is the only thing resembling a blueprint for platforming in the 3D era. You don't know where videogames have got to unless you play this.",RolandJ.
44060,Super Mario 64,Nintendo64,10,Me parece el plataformas en 3d por excelencia.Los niveles son muy variados y tiene una musica muy pegadiza.Marca un antes y un despues en los videojuegos,davidESP
44061,Super Mario 64,Nintendo64,9," I like this game a lot, the graphics are good, for N64, the gameplay is awesome, and the story, to the people who give 0s and 5s, The Story has been the same for 20 years, also the camera angle is good, N64 fans and Mario fans, and others should play this game, or you fail. By the way, anyone who gives this game 0s to 5s are not gamers, i'm sorry but thats what it makes you: Not Gamers",Shane95
44062,Super Mario 64,Nintendo64,10,"The perfect Mario. The controls, the environments, the ""open world levels"", the castle with its secrets... I could go on!Id buy an HD remake in an instance!",mbele
44063,Super Mario 64,Nintendo64,9,"One of the best 3D platformers that have ever existed. Super Mario 64 stays true to the Mario series by giving you the usual objective of rescuing Princess Toadstool/Peach. But, this game, is very unique compared to other Mario games. First released in 1996, it was immediately a huge success! And It's no wonder. As it includes, 15 amazing levels with 120 different objectives to collect allOne of the best 3D platformers that have ever existed. Super Mario 64 stays true to the Mario series by giving you the usual objective of rescuing Princess Toadstool/Peach. But, this game, is very unique compared to other Mario games. First released in 1996, it was immediately a huge success! And It's no wonder. As it includes, 15 amazing levels with 120 different objectives to collect all 120 ""Power Stars"" and defeat Bowser. The 3D graphics are wonderful (Even compared to games of our Era, it still presents wonderful, colorful graphics.) Amazing, addicting gameplay keeps you at it for hours and hours. Days and days. Weeks and weeks. And that's a very nice thing about the game. If you're one for wanting to collect ALL the stars in the game, it may take weeks to finish. The game is still a gem even after all these years. It receives a very high 9 from me.",SwitSwat
44064,Super Mario 64,Nintendo64,10," Until recently, I hadn't played the game since 1999. In 2005 though, I bought an N64 on an impulse for twenty bucks along with a copy of Super Mario 64. I was curious to see if the plumber could still hold his own against newer games like Half-Life 2. I played it for a while and realized that it is still the best dammned game I've ever played. Better than anything that the Until recently, I hadn't played the game since 1999. In 2005 though, I bought an N64 on an impulse for twenty bucks along with a copy of Super Mario 64. I was curious to see if the plumber could still hold his own against newer games like Half-Life 2. I played it for a while and realized that it is still the best dammned game I've ever played. Better than anything that the current-gen systems can dish out, better than Halo, better than anything. It is the definitive platformer. The graphics are beautiful, the levels have incredible depth, and the sheer length of the game makes it an absolute classic. The replay value is relatively high. And it is hard to find all 120 of those stars. In fact, if you were devoted enough to getting a single star which has eluded you, it is possible to unwittingly spend up to an hour or more chasing that one star. The game has the ability to make one obsess over it. The only flaw this game has is the wacky camera. May Super Mario 64 live on forever, and may it never be forgotten.",CharlieW.
44065,Super Mario 64,Nintendo64,10," The best 3D platformer I've ever played, and arguably ever. It does everything it should do, and is just tons of fun. You can't NOT enjoy this game; it is amazingly well put together, has a decent level of difficulty, and some amount of replay value. The gameplay is simply amazing, and everyone should play this game at least once.",TitaniumDragon
44066,Super Mario 64,Nintendo64,10," This was the first real game I had ever played in the fifth generation, so of course I liked it. I then played it again, twelve years later. What happened? Genius. Despite the passing of time, Super Mario 64 proves to us the reason why the Platformer was so popular in the 5th and 6th generations. Sadly, many of those games were cheap knockoffs that are NOTHING compared to the original This was the first real game I had ever played in the fifth generation, so of course I liked it. I then played it again, twelve years later. What happened? Genius. Despite the passing of time, Super Mario 64 proves to us the reason why the Platformer was so popular in the 5th and 6th generations. Sadly, many of those games were cheap knockoffs that are NOTHING compared to the original (Ratchet and Clarnk, The original Crash, and the original Spyro, obviously do not count; they are awesome.)",ENOUGH!!
44067,Super Mario 64,Nintendo64,10,"Mario 64 is on of the greatest games ever made, if not the best 3D platformer ever made. This game is absolutely flawless, with its amazing level designs or its fantastic enemies, (Who can ever forget that piano.) This game is a must buy for any gamer seeking a challenge or just a fantastic experience.10/10 Flawless Victory.",Gravelord
44068,Super Mario 64,Nintendo64,9,"This is one of the best Mario games I ever played. This is why I still prefer the N64 out of any video game console out there, better luck next time Playstation 1. Score: 4/5.",NathanJones
44069,Super Mario 64,Nintendo64,10," This is just as fun and mesmerising as the day it came out. Mixing the playful fantasy of Mario with immersive 3D graphics is a stunning combination. The DS version doesn't have the same playability. As others say, it may well still be the best game ever created- certainly the one with the most freedom of play.",Starfire
44070,Super Mario 64,Nintendo64,5,"I know this game was revolutionary, but whenever I pick it up and play it- it always ends in frustration about one of the many things that this game hasn't aged well in. Some of these bad things are: that the camera is clunky, Mario cannot turn around without running in a circle, the music (while great) gets old very quickly, and also the fact that there are so many stars per level- I getI know this game was revolutionary, but whenever I pick it up and play it- it always ends in frustration about one of the many things that this game hasn't aged well in. Some of these bad things are: that the camera is clunky, Mario cannot turn around without running in a circle, the music (while great) gets old very quickly, and also the fact that there are so many stars per level- I get tired of going back to the same boring level over and over again to get stars. In conclusion, while the game was an 8.5/10 in 1996, now the game is extremely dated and frustrating because of it.",EpicNate6
44071,Super Mario 64,Nintendo64,10,This was my first nintendo game (i got it when i was six) it is still one of my favorite games. I still haven't got all 120 stars!!!,Yaners
44072,Super Mario 64,Nintendo64,10," It's one of the top 10 best games of all time. The levels are brilliant, and the puzzles are diverse and inventive. When you compare this to today's Mario Sunshine, there's really no contest. Mario 64 is a vastly superior game.",Uter
44073,Super Mario 64,Nintendo64,10, Simply amazing. Best platformer of all time.,KyleN.
44074,Super Mario 64,Nintendo64,10," This is my favorite game ever. It is better thatn bond, halo, and any other game that I've played. It has great graphics great game play and it is sweet.",JohnB.
44075,Super Mario 64,Nintendo64,10," Probably the funnest game for N64,I dislike the N64 too but this game was so good, I used 1000 Wii points to buy it.",JoshuaL.
44076,Super Mario 64,Nintendo64,10," This game lacks at nothing and is the pure definition of 3-d mario. as classic as it is, this game is outstanding with its length, difficulty, and gameplay. While not boasting great graphics, the game's classic tunes should never be forgotton and its themes to be the base of many modern gaming themes. A recommendation, classic, and superior game indeed.",MichaelF.
44077,Super Mario 64,Nintendo64,10,"My favorite game of all time, Mario is at his prime here. Not only did this introduced Mario to polygons, but it kicked off a 3D revolution. The unique punch-and-kick gameplay was like nothing anybody had ever seen. The music is great, the story is great, the quantity of levels and challenge is great. Imma let you finish, Ocarina of Time, but Super Mario 64 is the best game of all time, OFMy favorite game of all time, Mario is at his prime here. Not only did this introduced Mario to polygons, but it kicked off a 3D revolution. The unique punch-and-kick gameplay was like nothing anybody had ever seen. The music is great, the story is great, the quantity of levels and challenge is great. Imma let you finish, Ocarina of Time, but Super Mario 64 is the best game of all time, OF ALL TIME!",BlogDog123
44078,Super Mario 64,Nintendo64,10,This was the first Game ive EVER IN MY LIFE PLAYED!(im 12)I still have the cartridge that i played when i was 5 years old..Now I have DS..AND the original so yeah.. This game is SUPER IMPORTANT to me and I still love it to this day!,RetroBlake
44079,Super Mario 64,Nintendo64,9,"Super Mario 64 is the game that brought platforming into a 3D world. Without it, we would not see other 3D platforming franchises like Banjo-Kazooie, Ratchet and Clank and other platforming mascots existing today. Super Mario 64 is an outstanding game that takes all the levels in one location (Princess Peaches castle) and make collecting star pieces playable and fun. I would had givenSuper Mario 64 is the game that brought platforming into a 3D world. Without it, we would not see other 3D platforming franchises like Banjo-Kazooie, Ratchet and Clank and other platforming mascots existing today. Super Mario 64 is an outstanding game that takes all the levels in one location (Princess Peaches castle) and make collecting star pieces playable and fun. I would had given Super Mario 64 a perfect 10 if I was 9 years old again, but I have given the game a bit of a lower score just because some of the controls on the N64 controls (like flying with the wing cap) feels a bit uncomfortable which does not hold up in today's gaming world.   Super Mario 64 may look simple, but less equals more with this Super Mario title. Fans of Mario and 3D platformers will have a fun time playing Mario in a 3D universe. Even if it looks outdated in today's world, people will still enjoy riding on Koopa shells and flinging Bowser around.",TipsyMcBee
44080,Super Mario 64,Nintendo64,9,"A phenomenal game for its time. Mario's 1st 3D game is extremely fun, while admittedly harder compared to later 3D mario games. It is one of the best games for the Nintendo 64.",Zilcell
44081,Super Mario 64,Nintendo64,10,A landmark in video game history. This was the very first game i owned as a child when i got my n64 and holy crap i still have urges to go back and play through it. One of the best games on any platform ever hands down.,TTW107
44082,Super Mario 64,Nintendo64,10,"Mario had a lot of good games back in the late '80s and early '90s, the most notable ones being Super Mario Bros. 3, Super Mario World, and Yoshi's Island (yes, I consider it a Mario game). This game dropped on the N64 and made me momentarily forget about all I had done in the earlier games, mainly because I was burying my face into the TV screen, lost in a new 3D Mushroom Kingdom. ItMario had a lot of good games back in the late '80s and early '90s, the most notable ones being Super Mario Bros. 3, Super Mario World, and Yoshi's Island (yes, I consider it a Mario game). This game dropped on the N64 and made me momentarily forget about all I had done in the earlier games, mainly because I was burying my face into the TV screen, lost in a new 3D Mushroom Kingdom. It seemed so lifelike back then, and it's still really fun today. This is definitely one of the few N64 games that has stood the test of time.",MarioPlayer
44083,Super Mario 64,Nintendo64,10,"This is the greatest game of all time. Two decades later, it is still being played by speedrunners daily. It's an example of a perfect game, utilizing the best graphics available at the time coupled with amazing physics. It defined the genre of 3D platforming in an open world setting with secrets to uncover and objectives to be completed. The praises of this game cannot be understated.This is the greatest game of all time. Two decades later, it is still being played by speedrunners daily. It's an example of a perfect game, utilizing the best graphics available at the time coupled with amazing physics. It defined the genre of 3D platforming in an open world setting with secrets to uncover and objectives to be completed. The praises of this game cannot be understated. Odds are, if a platforming game has a certain element in it, it came from SM64.",Gaston44
44084,Super Mario 64,Nintendo64,9,"            This review contains spoilers, click expand to view.        Have you ever played a game that is  so darn fun that  you can't put it down, even if you 100% complete all save files? This is that game. If I was forced to pick one flaw it would be the storyline, which is barely flawed anyway! You play as Mario, the famous plumber, rendered for the first time in history in polygons. Sure, the storyline is the same old ""Bowser captures princess, Mario duffs up Bowser, everyone lives happily ever after"" shtick, but this entry throws in paintings and Power Stars into the mix. Bowser owns dimensions contained in paintings that are a danger to Mario, hindering him on his quest. in the paintings you will find the humorously named Power Stars. Power Stars are like keys to doors, because essentially the more Power Stars you have, the more doors you can enter, and entering doors allows you to quest for more Powers Stars. It's a vicious cycle, but you want to get sucked in. Which other video game rewards you with a giant's step towards 100% completion for collecting 100 gold coins? On the topic of coins, a gold coin (canonically named a yellow coin) is worth one buck, a red one two, and blue a whopping five. Collecting eight red coins in a single course rewards you with a-you guessed it-Power Star.  The game's graphics were amazing in its time, and to some still are. We're talking about one of the first games to use mainly polygons here. One of the first games to use polygons, and maybe the best.  The sound is epic, with a range of tunes going from genuinely day-improving to genuinely scary. Even when you've got all 120 Power Stars (and shed a tear or sixteen), there's still fun to be had. In the Princess' castle grounds, there is a cannon only activated when you have 120 stars that will blast you to the castle roof where you'll find (spoiler) old comrade Yoshi, who will give you 100 lives and an improved triple jump power! (spoiler end) And on the Internet you may encounter sites that gives suggestions of activities to do in the game that are meant to be done after 100% completion! So, even after beating the final boss and collecting all 120 Power Stars, there's still much fun to be had.One of the best games ever.",LordFawful
44085,Super Mario 64,Nintendo64,10,This is still one of my favorite Mario Games. I think it has aged very well and it is still fun to play even after finding all 120 stars. The graphics still hold up well and there is so much to do in the game that it is still fun to play even after all the stars are found. For good reason Mario64 will be forever considered a classic platform game.,Gojira63
44086,Super Mario 64,Nintendo64,10,This is hands down one of the best games in history. Graphics and gameplay are classic the story is great all of it just incredible! If you have a N64 and dont own mario 64 you are missing out. I wish luigi was in there.,Segacritic1998
44087,Super Mario 64,Nintendo64,10,"Easily one of the best games ever made. The level design is ingenious, the stars are fun to collect, and it has that classical Nintendo charm. I recommend this as a must have for any Nintendo or classic game fan. You will not be disappointed.",JakeTheReviewer
44088,Super Mario 64,Nintendo64,10,A great 3d platformer with a great mix of difficulty and fun times. Definitely a classic Mario game that everyone has to play during their lifetime. One of the best games of all time!,sonic4president
44089,Super Mario 64,Nintendo64,10,I was curious to see if the plumber could still hold his own against newer games like Half-Life 2. I played it for a while and realized that it is still the best dammned game I've ever played,eduinsane
44090,Super Mario 64,Nintendo64,10,The best game ever since when it came out till now feb 2005.the only game that is nearly as good is zeda ocarina of time.,GlenS.
44091,Super Mario 64,Nintendo64,10," Still very playable now, helped by the Wii Virtual Console, and a mesmerising game at on release.",RobR.
44092,Super Mario 64,Nintendo64,10, Its a game.... that grows on you.... like you play the game when your 5 like me.... and play it on the DS. It doesnt feel the same. Its a game that you should pass it on your kids and see the great times you had when you were a kid..... (I'll never forget how great this game is. It gets a 10.),DanielD.
44093,Super Mario 64,Nintendo64,10,"Alongside Ocarina Of Time, Super Mario 64 still stands tall as one of the best video games to date. Pros: Innovating gameplay, characters, and level designs; rich, colorful visuals; smooth controls and camera angles; overall, it's the best Mario game ever! Cons: Aside from some minimal flaws, you just have to be a Mario-hater to dislike any aspect of this game.",KendylKlownfish
44094,Super Mario 64,Nintendo64,10," omg.. the critic who only gave this game an 80 misspelled the word ""definitely"" in his review. omfg.",greatgameepicwin
44095,Super Mario 64,Nintendo64,10," definitely THE best Mario game, followed closely by galaxy.",joes
44096,Super Mario 64,Nintendo64,5," An okay game, but ultimately boring if you're not a die hard Mario fan. The enemies are as goofy as always, the levels are small to moderate in size with little to look at except green and brown walls, and ultimately you're just doing the same thing over and over again as you try to grab stars. I am totally lost as to why people call this the best game of all time. I stopped An okay game, but ultimately boring if you're not a die hard Mario fan. The enemies are as goofy as always, the levels are small to moderate in size with little to look at except green and brown walls, and ultimately you're just doing the same thing over and over again as you try to grab stars. I am totally lost as to why people call this the best game of all time. I stopped playing after half an hour and have never played it since.",JoeS.
44097,Super Mario 64,Nintendo64,2,"What happened to Mario? This game does not reflect the greatness of its predecessors, such as Mario golf on the play station 1, and Tetris. Like many games in recent times it suffers from a big problem, there is way too much water. The only thing this game has going for it is its deep storyline involving the girl from last of dust, and pokemon diamond. That is why Mario dream cast gets aWhat happened to Mario? This game does not reflect the greatness of its predecessors, such as Mario golf on the play station 1, and Tetris. Like many games in recent times it suffers from a big problem, there is way too much water. The only thing this game has going for it is its deep storyline involving the girl from last of dust, and pokemon diamond. That is why Mario dream cast gets a solid 10/10.",Mr_game_man_MD
44098,Super Mario 64,Nintendo64,4,"The model quality is just plain horrible with some ps1 games looking better. It has clunky controls and a bad camera also it makes a really annoying sound when you move the camera. Most of the stars are tedious to get and they reuse the worlds(2 ice worlds for gods sake). If you want a good 3d platformer on the n64, go play banjo kazooie.",nintendopwns
44099,Super Mario 64,Nintendo64,0,"sorry to say, but I loved Mario on NES and SNES, but this was an insult to the Mario series. Collecting stars? No thanks. I much rather the platforming get to the end of the level style.",theamity9
44100,Super Mario 64,Nintendo64,0,"I'm sure we've all heard about Super Mario 64, one of the world's first 3D Platformers. The story is the usual unoriginal Mario storyline. Bowser has kidnapped Peach so go rescue her. The gameplay involves collecting items called Power Stars across 15 levels by completing different tasks. However, it is brought down by bad controls and a terrible camera which make the game more difficultI'm sure we've all heard about Super Mario 64, one of the world's first 3D Platformers. The story is the usual unoriginal Mario storyline. Bowser has kidnapped Peach so go rescue her. The gameplay involves collecting items called Power Stars across 15 levels by completing different tasks. However, it is brought down by bad controls and a terrible camera which make the game more difficult than it should be. The graphics are smooth and there is a decent amount of variety in level design. The music is mostly your generic happy platforming music although Bowser's Road and Dire Dire Docks are exceptions to this. Super Mario 64 suffers from some of the worst voice acting I have ever heard in my life. The worst part? The worst voice acting in the whole game is the first thing you hear when starting the game.Overall, while Super Mario 64 was innovative and mindblowing when it was released in May 1996, it aged very quickly and time has not been kind to it at all, making what was once  amazing back then, a bad game now.",RunetheKoopa
44101,Super Mario 64,Nintendo64,8," Now I've been a die-hard mario fan since the NES days, but really come on! just because this game was the first real 3d platformer does not mean it's good, It's okay... obviously it was more enjoyable back in the day, but if your looking to play it now you won't be impressed too many stars in levels and just plain boring I never liked it, not even in my top 20 N64",WillT
44102,Super Mario 64,Nintendo64,10, don't listen to idiots like joe s who scored this lower than any of the critics. this game rules,thisgameishotlol
44103,Super Mario 64,Nintendo64,10, I remember being 12 and spending hours trying to get that star... I took out the Nintendo 64 this morning and relived my memories. Best game ever.,AdamM
44104,Super Mario 64,Nintendo64,7,I'm wishing this game could be a 2-4 player because mario games are cool with 4 player game like mario party 1 - 3.,WarioI.
44105,Super Mario 64,Nintendo64,10," This is one of the greatest games ever created. This game is still used as the standard from which all games are judged, and no game has yet to unseat it. This game is just fun, as well as long and challenging. Even though this game was released seven years ago, I still find myself playing it.",DavidT.
44106,Super Mario 64,Nintendo64,9," Great fun, and without it, there would be no Mario Sunshine. I wouldn't want to live in that world *shudder*",Smith
44107,Super Mario 64,Nintendo64,7, A classic game after all these years.,BeauQ.
44108,Super Mario 64,Nintendo64,10," A truly unforgettable and original game .A wonderfully fun and enjoyable experience from start to finish.This is a remarkable achievement in games development that raised the bar to untouchable heights in the most picturesque, awe-inspiring and loveable way possible.A magicaly addictive and enchanting game that will remain the fondest gaming memory of my life .This game is without doubt A truly unforgettable and original game .A wonderfully fun and enjoyable experience from start to finish.This is a remarkable achievement in games development that raised the bar to untouchable heights in the most picturesque, awe-inspiring and loveable way possible.A magicaly addictive and enchanting game that will remain the fondest gaming memory of my life .This game is without doubt one of a kind.It plays like an immaculate dream that you will not want to wake up from.Beautiful, Colourful, Inviting, and always brilliant.Guaranteed to satisfy and exhilirate even the most intricate of imaginations.Eternally exciting, fun and enjoyable. THE BEST PLATFORM GAME OF ALL TIME.",PaulM.
44109,Super Mario 64,Nintendo64,8," This is a fantastic game. Fans of Mario will love it for the nostalgia, and non fans will love it because it is a game full of charm, wit, fun and even with a few spooky moments thrown in! (the ghost house). A must, as it is available on the Wii virtual console for 1,000 points (£10).",AnthonyE
44110,Super Mario 64,Nintendo64,9," Even after over a decade, Super Mario 64 still holds up with pure, sweet fun. The controls are tight, though flawed, and there isn't much here that Galaxy didn't build on or improve. However, it retains a classic feel while still being able to stand the test of time. It kick-started the 3-D world of video games, effortlessly transformed the prior Mario worlds into a new 3-D Even after over a decade, Super Mario 64 still holds up with pure, sweet fun. The controls are tight, though flawed, and there isn't much here that Galaxy didn't build on or improve. However, it retains a classic feel while still being able to stand the test of time. It kick-started the 3-D world of video games, effortlessly transformed the prior Mario worlds into a new 3-D environment, and most of all, it gave us a taste of things to come. Once a classic, always a classic.",PatrickP
44111,Super Mario 64,Nintendo64,10, this is the best game i ever have playede but my Nintendo 64 is broken and i can't buy a new one. i hope the game comes to a newer console (sorry for my bad english),MikkelJ
44112,Super Mario 64,Nintendo64,9, This game was revolutionary for its time. The first fully 3D environment on a console. The control is intuitive and the game offers a good challenge (especiall to master with 120 stars) all with an excellent learning curve. Nintendo at its best.,[Anonymous]
44113,Super Mario 64,Nintendo64,10, One Of The Best Games Ever.,Hellboy
44114,Super Mario 64,Nintendo64,9," Imagine a world without this game...without this game, the N64 would surely have not been as succesful, the platform-genre would be five years backwards, graphics would take a major hit, and video games in general would have something lacking.",RobertC.
44115,Super Mario 64,Nintendo64,10," It is the most revolutionary game,Miyomota did great and it's an instant classic. Gameplay is great and i love sunshine but this is still a lot better.This is my favorite game ever!!!!! ",AlexL.
44116,Super Mario 64,Nintendo64,10," No other game has yet to fill me with the same sense of wonder as Super Mario 64. Nothing comes close to the first time you pushed the analogue controller and saw Mario react as if he was an extension of your body. It was then I knew I had to have a N64, and while it's a little sad that the heights were never reached again. Fantastic level design and a truly revolutionary control No other game has yet to fill me with the same sense of wonder as Super Mario 64. Nothing comes close to the first time you pushed the analogue controller and saw Mario react as if he was an extension of your body. It was then I knew I had to have a N64, and while it's a little sad that the heights were never reached again. Fantastic level design and a truly revolutionary control system ensure a special place for Mario's 3D adventure.",JustinH.
44117,Super Mario 64,Nintendo64,10," Even after all these years and even though it is on the N64 console, it could still be the greatest game of all time.",ZackC.
44118,Super Mario 64,Nintendo64,10," Epic game. As if that didn't say enough, god I wish i still had an n64.",JordanC
44119,Super Mario 64,Nintendo64,10," Look. SM64 is NOT the best video game ever. That said, it's no lower than third on my list. The graphics are amazing for a game made over a decade ago (is it really from 1996?!), and the controls are excellent. The level design is nothing short of a masterpiece. My only gripe is that the camera angles could be a tiny bit better. Still, after 12 years, Super Mario 64 still looks amazing. ",WhyNot?
44120,Super Mario 64,Nintendo64,10," When i first got this game to my home, i had preordered N64 from US, loved my snes of course. At that time , there was only few 3d accelerated games around with bilinear on pc (quake and vf1). So you can pretty much quess how amazed i was when i plugged the new Mario 64 in. Everything was so beutiful, it was the most amazing game, and remember i started in the atari/vectex age. Still to When i first got this game to my home, i had preordered N64 from US, loved my snes of course. At that time , there was only few 3d accelerated games around with bilinear on pc (quake and vf1). So you can pretty much quess how amazed i was when i plugged the new Mario 64 in. Everything was so beutiful, it was the most amazing game, and remember i started in the atari/vectex age. Still to date i have been amazed by innovative games, and this is certainly one of the most amazing platforming experiences that you can have i just cheked it from speed demo archives and yes, it still takes its pace at the tops of platforming.",Hylian
44121,Super Mario 64,Nintendo64,9,wirh out a doubt the best platformer ever made even using the god awful N64 controller. the game doesnt have alot of enimies but it has some of the best level desighns in any platform game . the graphics where amazing the bosses alot of fun. the game isnt very long to beat but if you want to get 120 stars it will take you some time . one of the very few platformer games i can still playwirh out a doubt the best platformer ever made even using the god awful N64 controller. the game doesnt have alot of enimies but it has some of the best level desighns in any platform game . the graphics where amazing the bosses alot of fun. the game isnt very long to beat but if you want to get 120 stars it will take you some time . one of the very few platformer games i can still play and beat many times.,ArkonBlade
44122,Super Mario 64,Nintendo64,9,"A brilliant game, you could own just this game it was enough to keep you entertained for months and months. That is what it did for me. For a long time it was the only N64 game I owned. I loved it.",Tubie
44123,Super Mario 64,Nintendo64,10,I think this game is the single best game I have for my N64. The graphics are actually pretty impressive for '96 and the gameplay is amazing. The different hats used in the game instead of flowers and mushrooms are really neat. Great game altogether.,nintendoid13
44124,Super Mario 64,Nintendo64,10,"Be warned! getting this game will most likely make you dislike all the other mario games! This is by far the greatest mario game I have ever played. While the story is nothing new(go save peach from bowser ..), its more the gameplay and graphics(of the time 1996) that amazed me and many others. Its an amazing game and one of nintendo`s finest. You cant call yourself a mario fan unless youBe warned! getting this game will most likely make you dislike all the other mario games! This is by far the greatest mario game I have ever played. While the story is nothing new(go save peach from bowser ..), its more the gameplay and graphics(of the time 1996) that amazed me and many others. Its an amazing game and one of nintendo`s finest. You cant call yourself a mario fan unless you have played this amzing gem.",jlm264
44125,Super Mario 64,Nintendo64,9,"Amazing game. Surpasses even the new 3D Mario games in my opinion. Super Mario 64's levels put you into a large, open area and you had to figure out what to do. The levels in the new Mario games just don't offer much deviation from what the developers intended.  People are STILL figuring out how to do new things in Super Mario 64 today. The same won't be said about Galaxy and Galaxy 2 inAmazing game. Surpasses even the new 3D Mario games in my opinion. Super Mario 64's levels put you into a large, open area and you had to figure out what to do. The levels in the new Mario games just don't offer much deviation from what the developers intended.  People are STILL figuring out how to do new things in Super Mario 64 today. The same won't be said about Galaxy and Galaxy 2 in 10 years. The one non-linear style 3D Mario game will probably always be the best to me, because I can't see them beating that with a linear style 3D Mario no matter how good it is.",duckypwns
44126,Super Mario 64,Nintendo64,9,"A great game with plenty of large, imaginative areas to explore. It is clear that love and attention have been poured into this game, moving a 2D franchise to a fully realized 3D world. Gameplay and enemies that are both new and old feel fresh and there are no superfluous additions. The only major issues that this game suffers from is the horrible camera and slippery controls. CameraA great game with plenty of large, imaginative areas to explore. It is clear that love and attention have been poured into this game, moving a 2D franchise to a fully realized 3D world. Gameplay and enemies that are both new and old feel fresh and there are no superfluous additions. The only major issues that this game suffers from is the horrible camera and slippery controls. Camera issues are inevitable in a 3D game that uses only one analog stick but understanding a problem doesn't make it any more bearable. The controls are a bit too loose for a platforming game and takes some getting used to.",ImUnavailable
44127,Super Mario 64,Nintendo64,9,"Fantastic, incredible graphics texture at the time, Super Mario 64 showed us, how powerful he can change the video game industry. Over the top plat-forming and memorable moments and characters define the game. If it was possible to buy old games in this year, this will be in my list, but because it isn't it will cost you an arm and a leg to get this classic.",Watermelon789
44128,Super Mario 64,Nintendo64,10,"Pretty Retro. I love this game so much. Super Mario 64 has lots of mixed levels like ice, and inside castles and such. A great game to give to your kids. Mario is beast.",tmntrocks59
44129,Super Mario 64,Nintendo64,10,"i love this game. and what pisses me off is when people say that it is to hard. yes, it is very hard. but if you really want to say that then the only game that i can see you playing is that **** stain of **** known as.... (pause for ****ty anticipation)... CALL OF DUTY. i wont review it again, because i already reviewed it. and i will now review this game.This game revolves aroundi love this game. and what pisses me off is when people say that it is to hard. yes, it is very hard. but if you really want to say that then the only game that i can see you playing is that **** stain of **** known as.... (pause for ****ty anticipation)... CALL OF DUTY. i wont review it again, because i already reviewed it. and i will now review this game.This game revolves around princess Peach (slut) inviting Mario over for ""cake"" (which me, and some friends translated into sex.) but Bowser is up to his old tricks again, and kidnaps princess peach. blah blah blah... no story... and then after what has been literally years, you have enough stars to kill bowser. only to have him return again and again. the game had amazing controls, and has some really good colors going on that are apealing to the eye. this game is awesome.",coolgames101
44130,Super Mario 64,Nintendo64,10,"Almost 15 years since it's release and I can still pick it up, play it and have just as much fun as I used to when I was younger.  To this day I still recommend buying it and playing it on the Wii.",asggamefan
44131,Super Mario 64,Nintendo64,10,definatly one of my favorite games of all time . im only 12 but i have an n64 and i love all classic like this one at the time this was never done and not only accomplished 3d capabilities but also used them perfictly a great game storyline was ok but itsm not bad it just follows the tradition of the 8 bit classics to still renmind us no matter how far ahead w are in video game techn ologydefinatly one of my favorite games of all time . im only 12 but i have an n64 and i love all classic like this one at the time this was never done and not only accomplished 3d capabilities but also used them perfictly a great game storyline was ok but itsm not bad it just follows the tradition of the 8 bit classics to still renmind us no matter how far ahead w are in video game techn ology it all started with simpe games just like modern games they all start simply with an idea and cool efatures,johnina13
